id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
44982,neutral or dissatisfied,Male,disloyal Customer,42,Business travel,Business,1193,3,3,3,1,4,3,4,4,3,1,4,3,1,4,60,55.0
13138,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,433,0,3,0,3,5,0,5,5,3,2,3,3,3,5,98,104.0
48325,satisfied,Female,Loyal Customer,46,Business travel,Business,2455,2,4,2,2,2,4,5,4,4,5,4,5,4,3,0,1.0
41517,satisfied,Male,Loyal Customer,48,Business travel,Eco,2995,2,5,5,5,2,2,2,2,5,4,5,5,2,2,50,66.0
68734,neutral or dissatisfied,Female,Loyal Customer,49,Business travel,Business,631,2,4,4,4,5,3,3,2,2,2,2,3,2,2,0,0.0
35028,neutral or dissatisfied,Female,Loyal Customer,63,Business travel,Eco Plus,761,1,3,2,3,2,4,3,1,1,1,1,2,1,1,13,10.0
104452,satisfied,Male,Loyal Customer,48,Business travel,Business,2505,5,5,5,5,2,4,4,5,5,5,5,5,5,3,15,0.0
34664,neutral or dissatisfied,Male,Loyal Customer,41,Business travel,Business,332,2,1,1,1,3,4,4,2,2,2,2,1,2,2,6,21.0
111445,neutral or dissatisfied,Female,Loyal Customer,31,Business travel,Business,1733,4,5,5,5,4,4,4,4,4,5,3,3,3,4,0,0.0
76049,satisfied,Male,Loyal Customer,60,Business travel,Business,3272,1,1,2,1,3,5,5,5,5,5,5,3,5,4,7,0.0
3576,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,256,1,1,4,1,4,5,5,5,5,5,5,5,5,3,82,78.0
109753,satisfied,Male,Loyal Customer,56,Business travel,Business,2314,1,1,1,1,2,5,4,4,4,4,4,5,4,4,0,0.0
106500,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Business,1675,2,2,2,2,4,3,3,2,2,2,2,3,2,3,0,0.0
77888,neutral or dissatisfied,Male,Loyal Customer,22,Business travel,Eco Plus,1845,3,5,2,5,3,3,4,3,2,3,3,2,4,3,0,0.0
65406,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,2182,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0.0
49284,satisfied,Male,Loyal Customer,52,Business travel,Business,3647,2,2,2,2,5,1,3,4,4,4,4,5,4,1,0,0.0
100349,satisfied,Male,Loyal Customer,49,Personal Travel,Eco,2630,5,1,5,2,2,5,2,2,3,5,1,1,1,2,42,44.0
53707,satisfied,Female,Loyal Customer,41,Business travel,Eco,2478,4,1,1,1,3,4,3,3,1,4,1,5,3,3,0,0.0
49222,satisfied,Male,Loyal Customer,57,Business travel,Eco,1190,4,2,2,2,4,4,4,4,1,1,3,3,4,4,0,0.0
109665,neutral or dissatisfied,Female,Loyal Customer,29,Business travel,Business,4644,2,1,1,1,2,2,2,2,2,2,4,2,3,2,18,10.0
32799,neutral or dissatisfied,Female,disloyal Customer,23,Business travel,Business,1664,2,1,2,3,2,2,2,2,3,3,4,4,3,2,0,9.0
90579,satisfied,Female,Loyal Customer,34,Business travel,Business,3908,0,0,0,4,4,4,5,5,5,5,5,3,5,4,0,0.0
73690,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Business,239,2,5,5,5,2,3,4,2,2,2,2,1,2,4,0,3.0
90512,satisfied,Male,Loyal Customer,52,Business travel,Business,2020,3,3,3,3,3,5,5,5,5,5,5,4,5,4,129,107.0
57343,satisfied,Male,Loyal Customer,36,Business travel,Business,2266,4,4,4,4,4,5,4,5,5,4,5,4,5,4,0,0.0
51468,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Eco Plus,1961,4,2,2,2,4,4,4,4,4,5,4,4,4,4,16,19.0
29677,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Eco Plus,2854,3,4,4,4,3,3,3,3,1,2,3,2,4,3,85,75.0
14213,neutral or dissatisfied,Female,Loyal Customer,69,Personal Travel,Eco,643,4,5,4,2,4,4,5,2,2,4,2,3,2,5,44,24.0
36461,neutral or dissatisfied,Female,disloyal Customer,35,Personal Travel,Eco,2533,1,3,1,5,5,1,4,5,4,1,1,1,3,5,0,5.0
128331,satisfied,Female,Loyal Customer,52,Business travel,Business,1639,2,2,5,2,3,4,4,5,5,5,5,5,5,5,0,0.0
39584,neutral or dissatisfied,Male,Loyal Customer,38,Business travel,Business,964,4,3,3,3,2,3,4,4,4,4,4,1,4,2,0,0.0
56610,neutral or dissatisfied,Female,disloyal Customer,28,Business travel,Eco,1959,3,3,3,3,2,3,5,2,3,3,3,4,2,2,0,1.0
6218,satisfied,Male,Loyal Customer,45,Business travel,Business,433,3,3,3,3,2,5,5,4,4,4,4,5,4,4,0,0.0
53780,neutral or dissatisfied,Male,disloyal Customer,23,Business travel,Eco,1859,2,0,2,4,5,2,5,5,3,5,4,4,4,5,0,0.0
121870,neutral or dissatisfied,Female,Loyal Customer,57,Business travel,Eco,483,1,5,4,4,3,4,4,1,1,1,1,2,1,2,9,10.0
41608,satisfied,Female,Loyal Customer,45,Personal Travel,Eco,1258,4,5,3,2,5,4,5,1,1,3,1,5,1,5,0,1.0
25088,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1794,4,0,5,2,3,5,3,3,1,3,5,3,1,3,1,1.0
35744,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,3999,5,5,5,3,5,5,5,4,2,3,4,5,4,5,113,133.0
98878,neutral or dissatisfied,Female,disloyal Customer,54,Business travel,Eco,2021,3,1,3,4,5,3,5,5,2,3,3,1,4,5,1,16.0
68027,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Eco Plus,1482,2,5,5,5,2,2,2,2,3,3,3,2,3,2,6,5.0
40194,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1739,4,0,4,3,5,4,2,5,5,2,5,1,5,5,0,0.0
61595,satisfied,Male,Loyal Customer,45,Business travel,Business,3104,2,2,2,2,5,5,5,4,4,5,4,4,4,4,0,0.0
91112,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1646,5,4,4,4,5,5,5,5,1,1,4,2,2,5,56,56.0
58895,neutral or dissatisfied,Female,Loyal Customer,46,Business travel,Eco,921,2,4,4,4,5,4,3,2,2,2,2,4,2,2,0,6.0
90830,neutral or dissatisfied,Female,Loyal Customer,68,Business travel,Eco,423,3,4,4,4,4,2,3,3,3,3,3,1,3,1,1,19.0
111524,satisfied,Male,Loyal Customer,49,Business travel,Business,794,2,2,2,2,2,4,4,5,5,5,5,4,5,5,24,19.0
81503,neutral or dissatisfied,Male,Loyal Customer,31,Personal Travel,Eco,2146,2,5,2,5,1,2,1,1,4,3,5,4,5,1,0,0.0
45595,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Business,253,3,2,3,2,1,2,2,3,3,3,3,3,3,3,14,18.0
46487,satisfied,Male,Loyal Customer,59,Business travel,Eco,1592,4,5,5,5,4,4,4,4,5,4,4,4,2,4,124,127.0
12348,neutral or dissatisfied,Male,Loyal Customer,32,Business travel,Eco,1366,2,3,4,3,2,2,2,2,3,2,2,2,3,2,23,17.0
29526,neutral or dissatisfied,Male,disloyal Customer,22,Business travel,Eco,1538,3,4,3,4,4,3,4,4,1,1,3,2,4,4,0,9.0
80834,neutral or dissatisfied,Female,Loyal Customer,44,Business travel,Eco,531,3,1,2,1,1,1,1,3,3,3,3,3,3,3,59,66.0
93813,satisfied,Male,Loyal Customer,48,Business travel,Business,424,4,4,4,4,4,5,4,5,5,5,5,5,5,4,3,0.0
14480,neutral or dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1884,2,0,2,1,4,2,4,4,4,2,2,4,5,4,58,45.0
6208,neutral or dissatisfied,Male,disloyal Customer,34,Business travel,Business,2002,1,1,1,1,5,1,3,5,5,3,5,5,4,5,0,0.0
95110,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,250,1,1,1,1,5,5,4,4,4,4,4,3,4,3,0,13.0
11603,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1895,2,2,1,3,2,1,5,2,2,4,4,2,4,2,0,0.0
58979,satisfied,Male,Loyal Customer,51,Business travel,Business,1747,2,2,2,2,4,4,4,5,5,5,5,5,5,5,14,2.0
114795,satisfied,Female,Loyal Customer,56,Business travel,Business,453,4,5,4,4,5,4,5,4,4,4,4,3,4,3,3,0.0
30344,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,407,0,1,1,3,2,3,1,3,3,1,1,4,3,5,0,9.0
27715,neutral or dissatisfied,Female,disloyal Customer,23,Business travel,Eco,2123,3,3,3,3,1,3,1,1,3,3,3,4,3,1,0,0.0
122393,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2009,4,4,5,1,5,5,5,5,3,2,5,4,4,5,0,0.0
102074,satisfied,Male,Loyal Customer,50,Business travel,Business,2281,5,5,5,5,3,4,5,4,4,4,4,5,4,4,23,16.0
79077,satisfied,Male,Loyal Customer,50,Personal Travel,Eco,1395,5,5,5,2,4,5,4,4,3,5,5,4,5,4,10,9.0
11244,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,303,4,1,4,4,3,5,5,5,5,5,5,3,5,3,0,0.0
39617,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1934,3,5,3,4,1,3,1,1,5,4,4,5,4,1,31,32.0
50791,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,714,1,3,1,3,4,1,4,4,3,2,3,2,4,4,0,4.0
122141,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1980,4,0,4,4,4,4,4,4,4,5,5,3,5,4,0,35.0
112632,neutral or dissatisfied,Female,Loyal Customer,72,Business travel,Eco Plus,622,3,4,4,4,4,2,3,3,3,3,3,2,3,3,0,0.0
10977,neutral or dissatisfied,Female,disloyal Customer,42,Business travel,Eco,1490,4,5,3,3,3,3,3,3,4,2,4,4,2,3,10,0.0
31341,satisfied,Female,Loyal Customer,34,Business travel,Eco Plus,2369,3,5,5,5,3,4,3,3,3,1,3,5,5,3,8,10.0
79592,satisfied,Male,Loyal Customer,37,Business travel,Business,742,4,4,4,4,5,5,4,4,4,4,4,5,4,3,0,1.0
45855,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,1716,2,2,2,4,2,2,2,2,4,1,3,3,4,2,0,13.0
37697,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2239,2,1,2,2,1,2,1,1,2,4,3,1,3,1,0,0.0
40399,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Business,1856,1,1,1,3,1,1,1,1,1,3,3,1,2,1,0,22.0
86707,satisfied,Male,Loyal Customer,46,Business travel,Business,1758,1,1,1,1,4,4,5,4,4,4,4,3,4,5,4,0.0
120880,neutral or dissatisfied,Female,disloyal Customer,20,Business travel,Eco,2505,3,4,4,3,5,4,5,5,4,2,4,3,5,5,0,2.0
79652,neutral or dissatisfied,Female,disloyal Customer,65,Business travel,Eco,2237,4,3,4,3,2,4,2,2,3,3,3,2,1,2,60,46.0
84179,satisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,1824,2,2,2,2,2,3,1,4,4,5,5,3,4,4,0,0.0
127771,satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1516,5,1,5,4,5,5,5,5,2,1,3,4,4,5,0,0.0
29097,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1909,1,4,1,4,2,1,2,2,4,4,4,1,3,2,0,0.0
22573,neutral or dissatisfied,Male,disloyal Customer,40,Business travel,Eco,1081,4,4,3,4,4,3,4,4,3,2,2,2,4,4,0,7.0
11951,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1459,5,4,5,5,4,5,4,4,4,5,4,4,4,4,0,0.0
96862,satisfied,Male,Loyal Customer,62,Business travel,Eco,1639,4,5,5,5,5,4,5,5,1,5,3,5,3,5,19,17.0
127482,neutral or dissatisfied,Female,disloyal Customer,38,Business travel,Eco,2385,2,4,2,2,5,2,5,5,1,2,4,3,3,5,0,0.0
104794,satisfied,Female,Loyal Customer,49,Business travel,Business,636,2,2,2,2,3,5,4,4,4,5,4,5,4,5,81,99.0
46482,satisfied,Female,Loyal Customer,12,Personal Travel,Business,1925,1,1,1,1,2,5,5,2,2,2,2,5,2,3,0,0.0
61271,satisfied,Male,Loyal Customer,48,Personal Travel,Eco,2004,4,4,4,1,4,4,4,4,4,4,5,5,4,4,0,0.0
102012,satisfied,Male,Loyal Customer,60,Business travel,Business,442,3,3,3,3,5,5,4,5,5,5,5,4,5,4,29,22.0
124546,neutral or dissatisfied,Female,disloyal Customer,13,Personal Travel,Eco,2921,4,3,4,3,5,4,5,5,5,2,3,1,5,5,39,26.0
55730,satisfied,Female,disloyal Customer,23,Business travel,Business,2553,0,0,0,4,5,0,2,5,4,4,5,3,5,5,4,0.0
51100,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco,1381,2,2,2,4,1,2,5,1,2,3,3,4,4,1,0,9.0
29170,satisfied,Male,Loyal Customer,41,Business travel,Eco Plus,2625,5,3,5,3,5,5,5,5,2,1,3,3,2,5,0,0.0
55869,satisfied,Female,Loyal Customer,40,Business travel,Business,528,4,4,4,4,5,5,4,4,4,4,4,5,4,5,30,8.0
8994,neutral or dissatisfied,Female,disloyal Customer,26,Business travel,Eco,1475,1,4,1,3,4,1,4,4,4,3,3,2,4,4,0,0.0
50429,satisfied,Female,Loyal Customer,42,Business travel,Business,101,0,5,0,3,3,2,5,2,2,2,2,3,2,5,0,0.0
76933,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,1736,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,0.0
2330,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2125,5,5,2,5,2,4,4,4,4,4,4,4,4,4,76,84.0
891,satisfied,Female,Loyal Customer,51,Business travel,Business,78,1,1,1,1,3,4,5,4,4,4,5,5,4,3,0,0.0
26839,neutral or dissatisfied,Female,Loyal Customer,39,Business travel,Business,1946,2,4,4,4,3,4,3,2,2,3,2,3,2,4,0,4.0
81347,neutral or dissatisfied,Male,Loyal Customer,30,Business travel,Business,2573,2,1,1,1,2,2,2,2,4,4,4,1,4,2,14,24.0
20434,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Business,1476,2,2,2,3,2,2,2,2,4,2,4,2,3,2,0,0.0
12586,satisfied,Male,Loyal Customer,25,Business travel,Business,1640,4,4,4,4,5,5,5,5,5,3,5,4,2,5,0,12.0
39777,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,1767,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,3.0
121066,satisfied,Male,disloyal Customer,21,Business travel,Eco,2436,4,4,4,3,5,4,5,5,5,3,5,4,4,5,0,0.0
122656,satisfied,Male,Loyal Customer,46,Business travel,Business,379,3,3,3,3,4,4,5,5,5,5,5,3,5,5,18,9.0
113859,neutral or dissatisfied,Female,disloyal Customer,22,Business travel,Business,2671,2,1,1,3,2,1,2,2,2,1,4,1,4,2,30,15.0
91736,neutral or dissatisfied,Male,Loyal Customer,9,Business travel,Business,1764,4,1,1,1,4,4,4,4,3,1,3,3,3,4,0,0.0
32151,satisfied,Female,Loyal Customer,39,Business travel,Eco,1246,4,2,2,2,4,4,4,4,3,3,4,2,2,4,0,0.0
105746,neutral or dissatisfied,Male,disloyal Customer,24,Business travel,Eco,2131,4,4,4,3,2,4,2,2,3,4,4,5,5,2,0,0.0
38895,satisfied,Male,Loyal Customer,40,Business travel,Eco,1538,4,3,3,3,4,4,4,4,5,5,3,3,4,4,0,5.0
41758,neutral or dissatisfied,Female,Loyal Customer,58,Business travel,Eco Plus,259,4,1,1,1,3,3,4,4,4,4,4,2,4,3,0,0.0
76165,neutral or dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1308,1,5,1,3,1,1,1,1,3,2,4,4,1,1,0,2.0
89628,neutral or dissatisfied,Female,disloyal Customer,45,Business travel,Business,1981,3,3,3,5,4,3,4,4,5,4,5,3,5,4,117,111.0
117445,neutral or dissatisfied,Female,Loyal Customer,27,Business travel,Business,4413,2,4,4,4,2,2,2,2,1,5,1,3,2,2,38,29.0
100294,satisfied,Male,Loyal Customer,45,Business travel,Business,1186,2,2,3,2,4,4,4,5,5,4,5,3,5,4,65,91.0
95908,satisfied,Female,Loyal Customer,50,Business travel,Business,2631,2,2,2,2,3,5,5,5,5,5,5,4,5,3,0,0.0
94955,satisfied,Female,Loyal Customer,48,Business travel,Eco,209,4,2,3,2,1,1,1,5,5,4,5,4,5,4,1,5.0
118327,satisfied,Female,Loyal Customer,53,Business travel,Business,3778,3,3,3,3,4,4,4,4,4,5,4,5,4,5,5,4.0
82699,neutral or dissatisfied,Male,Loyal Customer,23,Business travel,Business,4134,2,3,1,3,2,2,2,2,3,5,4,2,4,2,0,0.0
51249,neutral or dissatisfied,Male,disloyal Customer,20,Business travel,Eco,1729,3,1,3,3,4,3,4,4,2,4,2,4,3,4,4,1.0
14845,satisfied,Female,Loyal Customer,51,Personal Travel,Business,341,1,1,1,1,5,5,4,4,4,5,4,4,4,5,0,0.0
42113,neutral or dissatisfied,Female,Loyal Customer,9,Business travel,Eco,2489,4,3,3,3,4,4,3,4,3,3,4,1,4,4,6,23.0
8708,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,291,0,2,0,3,1,3,4,2,2,0,2,1,2,1,0,2.0
116488,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1842,3,5,4,3,4,4,4,4,4,2,4,5,4,4,10,6.0
17194,satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,1684,3,3,3,3,3,4,3,3,2,4,4,4,5,3,0,0.0
77170,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Business,1355,3,4,3,1,5,5,5,5,5,3,5,5,5,4,0,0.0
19242,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2214,0,4,0,2,4,0,4,4,3,3,5,5,4,4,0,1.0
112634,neutral or dissatisfied,Female,disloyal Customer,64,Business travel,Eco Plus,2163,3,3,3,3,2,3,3,2,2,2,3,1,3,2,0,0.0
127530,satisfied,Male,Loyal Customer,50,Business travel,Business,3319,3,3,3,3,5,4,5,4,4,4,4,4,4,3,0,0.0
87641,neutral or dissatisfied,Male,Loyal Customer,36,Business travel,Eco,1669,2,3,3,3,2,2,2,2,2,3,4,3,3,2,0,0.0
9822,satisfied,Male,disloyal Customer,21,Business travel,Business,1499,4,5,4,3,5,4,5,5,5,2,5,4,4,5,22,38.0
35324,neutral or dissatisfied,Male,Loyal Customer,26,Business travel,Business,4163,1,0,0,3,3,0,2,3,4,2,2,2,3,3,0,9.0
28792,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Business,1615,3,5,4,3,4,4,2,4,1,2,4,1,3,4,0,0.0
92681,neutral or dissatisfied,Female,Loyal Customer,40,Business travel,Business,510,1,4,4,4,2,4,3,1,1,2,1,1,1,1,0,0.0
7443,neutral or dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2130,4,3,4,1,3,4,3,3,3,2,2,3,5,3,0,11.0
92613,neutral or dissatisfied,Male,Loyal Customer,53,Business travel,Business,496,4,5,5,5,5,3,4,4,4,3,4,3,4,4,0,0.0
80456,satisfied,Male,Loyal Customer,39,Business travel,Business,1708,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,0.0
68176,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1703,1,1,1,1,3,5,4,5,5,5,5,3,5,5,48,116.0
69349,satisfied,Male,Loyal Customer,26,Business travel,Business,2194,2,2,2,2,3,3,3,3,5,2,5,4,4,3,0,32.0
121183,satisfied,Female,Loyal Customer,21,Personal Travel,Eco,3079,4,4,4,4,3,4,5,4,4,4,4,5,4,3,0,41.0
106661,neutral or dissatisfied,Female,disloyal Customer,35,Business travel,Eco,2490,3,3,3,2,4,3,4,4,3,2,1,3,2,4,0,10.0
85305,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,2728,3,5,3,1,3,3,2,3,5,3,3,4,5,3,0,0.0
9595,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,244,4,4,4,4,4,5,5,5,5,4,5,4,5,4,0,2.0
85085,satisfied,Male,Loyal Customer,28,Business travel,Business,2720,2,4,2,2,4,4,4,4,3,5,4,4,4,4,0,0.0
2464,neutral or dissatisfied,Male,Loyal Customer,42,Business travel,Business,710,3,3,3,3,4,2,1,3,3,3,3,4,3,3,0,11.0
93224,neutral or dissatisfied,Female,disloyal Customer,39,Business travel,Business,2997,4,4,4,3,3,4,3,3,3,4,3,2,3,3,24,16.0
54630,neutral or dissatisfied,Female,disloyal Customer,27,Business travel,Eco,2166,2,2,2,1,4,2,1,4,5,4,5,2,2,4,10,2.0
58172,satisfied,Male,disloyal Customer,23,Business travel,Business,2396,5,0,5,1,3,5,1,3,5,3,5,4,4,3,0,0.0
27869,satisfied,Female,Loyal Customer,29,Business travel,Eco Plus,1835,5,2,5,2,5,5,5,5,4,4,4,2,2,5,0,3.0
72585,neutral or dissatisfied,Female,disloyal Customer,44,Business travel,Eco,2227,2,2,2,4,1,2,2,1,4,1,4,1,1,1,0,0.0
24031,satisfied,Female,Loyal Customer,43,Business travel,Eco,452,5,5,3,3,5,3,5,5,5,5,5,3,5,2,1,0.0
24399,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,1104,4,4,5,4,2,5,5,5,5,5,5,5,5,4,33,36.0
5394,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2197,5,5,5,5,5,5,4,4,4,5,4,3,4,3,16,20.0
79097,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,322,2,2,2,2,5,4,5,4,4,4,4,4,4,4,0,0.0
87243,satisfied,Female,Loyal Customer,42,Business travel,Business,2066,3,3,3,3,5,5,4,4,4,4,4,5,4,4,0,1.0
15598,neutral or dissatisfied,Female,Loyal Customer,54,Business travel,Business,2403,3,5,5,5,1,2,2,3,3,3,3,4,3,1,20,8.0
11543,satisfied,Male,Loyal Customer,48,Business travel,Business,781,1,1,1,1,5,5,5,5,5,5,5,3,5,4,0,0.0
77128,satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,2587,5,3,3,3,2,5,4,5,5,5,5,1,5,1,0,0.0
12355,neutral or dissatisfied,Male,Loyal Customer,33,Business travel,Eco,1757,4,4,4,4,4,3,4,4,3,3,3,1,4,4,9,3.0
5980,satisfied,Male,Loyal Customer,48,Business travel,Business,679,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0
101534,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,354,4,4,4,4,5,1,3,5,5,5,5,1,5,2,0,0.0
103774,satisfied,Female,Loyal Customer,39,Business travel,Business,2217,4,4,4,4,5,5,4,5,5,5,5,4,5,4,33,25.0
40014,satisfied,Female,Loyal Customer,50,Business travel,Business,581,5,5,5,5,4,2,1,2,2,2,2,5,2,4,0,0.0
34686,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Eco,1578,1,0,0,2,3,0,3,3,3,5,2,5,1,3,50,44.0
120413,neutral or dissatisfied,Male,disloyal Customer,22,Business travel,Business,2022,2,1,2,2,5,2,5,5,2,1,2,3,2,5,26,22.0
42866,neutral or dissatisfied,Female,disloyal Customer,29,Business travel,Eco,2490,3,3,3,1,4,3,4,4,3,1,3,4,2,4,0,0.0
115229,satisfied,Female,Loyal Customer,32,Business travel,Business,1690,1,1,1,1,5,5,5,5,5,4,4,3,5,5,3,2.0
72778,neutral or dissatisfied,Female,disloyal Customer,25,Business travel,Business,2039,3,0,3,1,1,3,1,1,4,3,4,3,5,1,34,40.0
54880,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2195,3,4,3,3,2,3,2,2,3,4,4,3,4,2,26,28.0
76253,satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2501,3,3,3,3,4,4,4,4,3,4,5,5,4,4,0,0.0
3390,neutral or dissatisfied,Female,Loyal Customer,59,Business travel,Business,1558,5,1,1,1,4,4,4,5,5,4,5,3,5,4,51,36.0
47171,neutral or dissatisfied,Female,Loyal Customer,28,Business travel,Business,1896,1,3,3,3,1,1,1,1,2,2,3,2,3,1,52,56.0
10753,neutral or dissatisfied,Male,disloyal Customer,37,Business travel,Business,1494,3,3,3,2,3,3,1,3,1,3,3,1,2,3,0,0.0
16581,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,2383,3,3,3,3,4,3,4,4,5,3,5,5,5,4,0,0.0
59174,neutral or dissatisfied,Female,Loyal Customer,65,Personal Travel,Eco Plus,1723,4,5,4,4,4,5,5,3,3,4,3,4,3,5,102,100.0
60876,satisfied,Female,Loyal Customer,21,Business travel,Business,2529,3,3,3,3,4,5,4,4,3,2,4,4,4,4,17,32.0
116468,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1812,2,3,2,2,4,2,1,4,2,1,2,1,3,4,0,0.0
52592,neutral or dissatisfied,Female,disloyal Customer,37,Business travel,Eco,1650,3,0,3,3,1,3,1,1,2,5,4,2,1,1,0,0.0
10801,satisfied,Male,Loyal Customer,38,Business travel,Business,79,3,3,3,3,2,5,5,4,4,4,5,4,4,5,0,0.0
74784,satisfied,Female,Loyal Customer,42,Business travel,Business,1476,2,4,2,2,3,5,4,5,5,5,5,3,5,5,0,0.0
66302,neutral or dissatisfied,Male,disloyal Customer,25,Business travel,Business,2184,1,0,1,3,4,1,4,4,3,5,5,4,4,4,20,28.0
5324,satisfied,Male,disloyal Customer,38,Business travel,Business,2269,4,4,4,3,2,4,2,2,3,2,4,4,4,2,19,21.0
118407,neutral or dissatisfied,Female,disloyal Customer,36,Business travel,Business,1350,1,1,1,4,4,1,4,4,5,5,4,5,4,4,12,16.0
70045,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,589,5,5,5,5,4,5,4,4,4,4,4,3,4,4,0,0.0
54203,satisfied,Female,Loyal Customer,46,Personal Travel,Eco,1413,5,5,4,5,1,5,1,4,4,4,4,5,4,1,13,20.0
40254,neutral or dissatisfied,Female,Loyal Customer,38,Business travel,Business,3348,2,3,3,3,4,4,3,1,1,1,2,1,1,1,0,0.0
118337,neutral or dissatisfied,Female,Loyal Customer,52,Business travel,Business,3012,4,5,5,5,3,4,4,2,2,2,4,2,2,3,12,11.0
76727,satisfied,Female,Loyal Customer,50,Business travel,Eco Plus,78,5,1,2,1,1,3,1,5,5,5,5,4,5,1,0,0.0
99808,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2137,3,5,3,1,1,3,2,1,5,4,2,3,1,1,0,0.0
92231,satisfied,Male,Loyal Customer,46,Business travel,Business,1998,4,4,4,4,3,3,4,3,3,4,3,5,3,5,5,0.0
32467,neutral or dissatisfied,Male,Loyal Customer,34,Business travel,Eco,889,3,1,1,1,3,3,3,3,2,2,3,3,4,3,0,0.0
72519,neutral or dissatisfied,Female,Loyal Customer,37,Business travel,Business,2354,4,5,2,5,2,4,3,4,4,4,4,1,4,2,0,0.0
49435,satisfied,Female,Loyal Customer,56,Business travel,Eco,223,4,1,1,1,2,5,1,4,4,4,4,4,4,2,0,0.0
15134,neutral or dissatisfied,Male,disloyal Customer,28,Business travel,Eco,2122,1,1,1,2,5,1,5,5,4,2,1,2,3,5,0,0.0
66928,satisfied,Male,Loyal Customer,48,Business travel,Business,3058,5,5,5,5,2,5,4,4,4,4,4,4,4,3,0,0.0
89156,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,2139,4,4,4,3,3,5,5,3,3,4,3,4,3,3,0,11.0
