Anio,Mes,Cliente,Producto,Unidades_vendidas,Precio_por_unidad,Venta_total
2021,Mar,Customer 144,Product D,29,24.47930621,709.8998801
2021,Mar,Customer 344,Product C,89,87.09591868,7751.536763
2021,Mar,Customer 66,Product D,74,24.47930621,1811.46866
2021,Mar,Customer 46,Product A,91,72.55920558,6602.887708
2021,Mar,Customer 389,Product B,77,90.00859829,6930.662068
2021,Mar,Customer 384,Product C,63,87.09591868,5487.042877
2021,Mar,Customer 483,Product D,28,24.47930621,685.4205739
2021,Mar,Customer 427,Product A,40,72.55920558,2902.368223
2021,Mar,Customer 57,Product D,64,24.47930621,1566.675597
2021,Mar,Customer 121,Product B,74,90.00859829,6660.636273
2021,Mar,Customer 380,Product D,88,24.47930621,2154.178946
2021,Mar,Customer 375,Product C,58,87.09591868,5051.563283
2021,Mar,Customer 293,Product A,6,72.55920558,435.3552335
2021,Mar,Customer 361,Product A,79,72.55920558,5732.177241
2021,Mar,Customer 51,Product E,70,62.53435625,4377.404938
2021,Mar,Customer 106,Product A,60,72.55920558,4353.552335
2021,Mar,Customer 442,Product D,38,24.47930621,930.213636
2021,Apr,Customer 170,Product B,39,90.00859829,3510.335333
2021,Apr,Customer 292,Product D,31,24.47930621,758.8584925
2021,Apr,Customer 146,Product A,58,72.55920558,4208.433924
2021,Apr,Customer 201,Product E,10,62.53435625,625.3435625
2021,Apr,Customer 230,Product C,43,87.09591868,3745.124503
2021,Apr,Customer 323,Product C,15,87.09591868,1306.43878
2021,Apr,Customer 92,Product B,38,90.00859829,3420.326735
2021,Apr,Customer 50,Product B,71,90.00859829,6390.610479
2021,Apr,Customer 82,Product D,88,24.47930621,2154.178946
2021,Apr,Customer 84,Product B,43,90.00859829,3870.369726
2021,Apr,Customer 422,Product B,5,90.00859829,450.0429915
2021,Apr,Customer 290,Product A,83,72.55920558,6022.414063
2021,Apr,Customer 148,Product E,87,62.53435625,5440.488994
2021,Apr,Customer 324,Product D,22,24.47930621,538.5447366
2021,Apr,Customer 129,Product A,24,72.55920558,1741.420934
2021,Apr,Customer 453,Product C,24,87.09591868,2090.302048
2021,Apr,Customer 311,Product E,80,62.53435625,5002.7485
2021,Apr,Customer 152,Product B,66,90.00859829,5940.567487
2021,Apr,Customer 238,Product A,75,72.55920558,5441.940419
2021,Apr,Customer 299,Product E,37,62.53435625,2313.771181
2021,Apr,Customer 54,Product B,28,90.00859829,2520.240752
2021,Apr,Customer 387,Product D,10,24.47930621,244.7930621
2021,Apr,Customer 398,Product D,47,24.47930621,1150.527392
2021,Apr,Customer 416,Product B,32,90.00859829,2880.275145
2021,Apr,Customer 385,Product E,2,62.53435625,125.0687125
2021,Apr,Customer 376,Product D,91,24.47930621,2227.616865
2021,Apr,Customer 290,Product A,1,72.55920558,72.55920558
2021,Apr,Customer 53,Product C,40,87.09591868,3483.836747
2021,Apr,Customer 393,Product A,22,72.55920558,1596.302523
2021,Apr,Customer 362,Product C,39,87.09591868,3396.740829
2021,Apr,Customer 211,Product E,16,62.53435625,1000.5497
2021,Apr,Customer 37,Product C,37,87.09591868,3222.548991
2021,Apr,Customer 192,Product B,86,90.00859829,7740.739453
2021,Apr,Customer 445,Product E,33,62.53435625,2063.633756
2021,Apr,Customer 239,Product D,60,24.47930621,1468.758373
2021,Apr,Customer 202,Product D,37,24.47930621,905.7343298
2021,Apr,Customer 89,Product E,18,62.53435625,1125.618413
2021,Apr,Customer 344,Product B,48,90.00859829,4320.412718
2021,Apr,Customer 467,Product A,28,72.55920558,2031.657756
2021,Apr,Customer 487,Product E,10,62.53435625,625.3435625
2021,Apr,Customer 85,Product A,60,72.55920558,4353.552335
2021,Apr,Customer 483,Product A,69,72.55920558,5006.585185
2021,Apr,Customer 406,Product A,87,72.55920558,6312.650885
2021,Apr,Customer 407,Product D,25,24.47930621,611.9826553
2021,Apr,Customer 390,Product B,63,90.00859829,5670.541692
2021,Apr,Customer 381,Product A,97,72.55920558,7038.242941
2021,Apr,Customer 70,Product E,31,62.53435625,1938.565044
2021,Apr,Customer 62,Product E,58,62.53435625,3626.992663
2021,Apr,Customer 420,Product E,79,62.53435625,4940.214144
2021,Apr,Customer 36,Product E,28,62.53435625,1750.961975
2021,Apr,Customer 208,Product D,80,24.47930621,1958.344497
2021,Apr,Customer 230,Product B,29,90.00859829,2610.24935
2021,Apr,Customer 10,Product B,39,90.00859829,3510.335333
2021,Apr,Customer 295,Product E,65,62.53435625,4064.733156
2021,Apr,Customer 188,Product E,20,62.53435625,1250.687125
2021,Apr,Customer 105,Product B,48,90.00859829,4320.412718
2021,Apr,Customer 231,Product E,10,62.53435625,625.3435625
2021,Apr,Customer 65,Product E,1,62.53435625,62.53435625
2021,Apr,Customer 271,Product A,28,72.55920558,2031.657756
2021,Apr,Customer 496,Product E,17,62.53435625,1063.084056
2021,Apr,Customer 397,Product C,28,87.09591868,2438.685723
2021,Apr,Customer 99,Product E,64,62.53435625,4002.1988
2021,Apr,Customer 495,Product A,10,72.55920558,725.5920558
2021,Apr,Customer 205,Product C,50,87.09591868,4354.795934
2021,Apr,Customer 30,Product A,75,72.55920558,5441.940419
2021,Apr,Customer 457,Product B,37,90.00859829,3330.318137
2021,Apr,Customer 356,Product B,25,90.00859829,2250.214957
2021,Apr,Customer 470,Product D,74,24.47930621,1811.46866
2021,Apr,Customer 74,Product B,2,90.00859829,180.0171966
2021,Apr,Customer 32,Product B,16,90.00859829,1440.137573
2021,Apr,Customer 245,Product B,13,90.00859829,1170.111778
2021,Apr,Customer 428,Product B,46,90.00859829,4140.395521
2021,Apr,Customer 147,Product C,11,87.09591868,958.0551055
2021,Apr,Customer 276,Product D,21,24.47930621,514.0654304
2021,Apr,Customer 178,Product B,98,90.00859829,8820.842632
2021,Apr,Customer 201,Product C,31,87.09591868,2699.973479
2021,Apr,Customer 68,Product E,61,62.53435625,3814.595731
2021,Apr,Customer 196,Product B,17,90.00859829,1530.146171
2021,Apr,Customer 179,Product A,70,72.55920558,5079.144391
2021,Apr,Customer 331,Product A,75,72.55920558,5441.940419
2021,Apr,Customer 154,Product A,19,72.55920558,1378.624906
2021,Apr,Customer 426,Product A,23,72.55920558,1668.861728
2021,Apr,Customer 217,Product B,66,90.00859829,5940.567487
2021,May,Customer 156,Product E,35,62.53435625,2188.702469
2021,May,Customer 287,Product E,32,62.53435625,2001.0994
2021,May,Customer 456,Product C,41,87.09591868,3570.932666
2021,May,Customer 230,Product B,28,90.00859829,2520.240752
2021,May,Customer 193,Product A,74,72.55920558,5369.381213
2021,May,Customer 355,Product B,47,90.00859829,4230.40412
2021,May,Customer 38,Product D,45,24.47930621,1101.568779
2021,May,Customer 163,Product B,75,90.00859829,6750.644872
2021,May,Customer 451,Product E,18,62.53435625,1125.618413
2021,May,Customer 270,Product B,49,90.00859829,4410.421316
2021,May,Customer 314,Product B,58,90.00859829,5220.498701
2021,May,Customer 414,Product A,63,72.55920558,4571.229952
2021,May,Customer 200,Product D,8,24.47930621,195.8344497
2021,May,Customer 451,Product D,86,24.47930621,2105.220334
2021,May,Customer 401,Product C,9,87.09591868,783.8632681
2021,May,Customer 405,Product D,37,24.47930621,905.7343298
2021,May,Customer 276,Product C,53,87.09591868,4616.08369
2021,May,Customer 203,Product D,8,24.47930621,195.8344497
2021,May,Customer 172,Product D,48,24.47930621,1175.006698
2021,May,Customer 213,Product D,84,24.47930621,2056.261722
2021,May,Customer 139,Product E,73,62.53435625,4565.008006
2021,May,Customer 329,Product E,48,62.53435625,3001.6491
2021,May,Customer 102,Product B,77,90.00859829,6930.662068
2021,May,Customer 314,Product C,88,87.09591868,7664.440844
2021,May,Customer 77,Product E,58,62.53435625,3626.992663
2021,May,Customer 66,Product B,86,90.00859829,7740.739453
2021,May,Customer 201,Product A,14,72.55920558,1015.828878
2021,May,Customer 84,Product A,17,72.55920558,1233.506495
2021,May,Customer 446,Product E,62,62.53435625,3877.130088
2021,May,Customer 112,Product B,81,90.00859829,7290.696461
2021,May,Customer 264,Product D,3,24.47930621,73.43791863
2021,May,Customer 84,Product C,49,87.09591868,4267.700015
2021,May,Customer 491,Product A,51,72.55920558,3700.519485
2021,May,Customer 286,Product C,76,87.09591868,6619.28982
2021,May,Customer 255,Product D,23,24.47930621,563.0240428
2021,May,Customer 225,Product E,62,62.53435625,3877.130088
2021,May,Customer 271,Product D,46,24.47930621,1126.048086
2021,May,Customer 430,Product A,44,72.55920558,3192.605046
2021,May,Customer 223,Product A,52,72.55920558,3773.07869
2021,May,Customer 313,Product C,66,87.09591868,5748.330633
2021,May,Customer 33,Product A,46,72.55920558,3337.723457
2021,May,Customer 313,Product E,55,62.53435625,3439.389594
2021,May,Customer 8,Product E,61,62.53435625,3814.595731
2021,May,Customer 150,Product C,54,87.09591868,4703.179609
2021,May,Customer 210,Product A,82,72.55920558,5949.854858
2021,May,Customer 49,Product A,91,72.55920558,6602.887708
2021,May,Customer 459,Product A,5,72.55920558,362.7960279
2021,May,Customer 57,Product E,15,62.53435625,938.0153438
2021,May,Customer 357,Product D,30,24.47930621,734.3791863
2021,May,Customer 131,Product A,41,72.55920558,2974.927429
2021,May,Customer 130,Product C,85,87.09591868,7403.153088
2021,May,Customer 13,Product D,27,24.47930621,660.9412677
2021,May,Customer 52,Product A,38,72.55920558,2757.249812
2021,May,Customer 402,Product C,9,87.09591868,783.8632681
2021,May,Customer 311,Product E,79,62.53435625,4940.214144
2021,May,Customer 110,Product D,33,24.47930621,807.8171049
2021,May,Customer 243,Product A,10,72.55920558,725.5920558
2021,May,Customer 489,Product E,75,62.53435625,4690.076719
2021,May,Customer 402,Product D,63,24.47930621,1542.196291
2021,May,Customer 268,Product E,25,62.53435625,1563.358906
2021,May,Customer 201,Product B,62,90.00859829,5580.533094
2021,May,Customer 355,Product D,96,24.47930621,2350.013396
2021,May,Customer 257,Product A,25,72.55920558,1813.98014
2021,May,Customer 325,Product E,99,62.53435625,6190.901269
2021,May,Customer 9,Product B,16,90.00859829,1440.137573
2021,May,Customer 14,Product A,90,72.55920558,6530.328502
2021,May,Customer 400,Product B,47,90.00859829,4230.40412
2021,May,Customer 270,Product E,24,62.53435625,1500.82455
2021,May,Customer 399,Product C,72,87.09591868,6270.906145
2021,May,Customer 283,Product B,99,90.00859829,8910.851231
2021,May,Customer 328,Product D,23,24.47930621,563.0240428
2021,May,Customer 447,Product E,93,62.53435625,5815.695131
2021,May,Customer 384,Product A,90,72.55920558,6530.328502
2021,May,Customer 215,Product D,79,24.47930621,1933.865191
2021,May,Customer 194,Product D,19,24.47930621,465.106818
2021,May,Customer 88,Product C,59,87.09591868,5138.659202
2021,May,Customer 266,Product A,27,72.55920558,1959.098551
2021,May,Customer 52,Product D,65,24.47930621,1591.154904
2021,May,Customer 428,Product B,63,90.00859829,5670.541692
2021,May,Customer 477,Product B,47,90.00859829,4230.40412
2021,May,Customer 241,Product D,53,24.47930621,1297.403229
2021,May,Customer 375,Product B,54,90.00859829,4860.464308
2021,May,Customer 31,Product B,10,90.00859829,900.0859829
2021,Jun,Customer 253,Product D,30,24.47930621,734.3791863
2021,Jun,Customer 67,Product B,43,90.00859829,3870.369726
2021,Jun,Customer 308,Product E,56,62.53435625,3501.92395
2021,Jun,Customer 239,Product A,92,72.55920558,6675.446913
2021,Jun,Customer 109,Product E,40,62.53435625,2501.37425
2021,Jun,Customer 408,Product C,58,87.09591868,5051.563283
2021,Jun,Customer 161,Product A,57,72.55920558,4135.874718
2021,Jun,Customer 363,Product B,71,90.00859829,6390.610479
2021,Jun,Customer 72,Product B,57,90.00859829,5130.490103
2021,Jun,Customer 287,Product A,13,72.55920558,943.2696725
2021,Jun,Customer 291,Product A,21,72.55920558,1523.743317
2021,Jun,Customer 180,Product B,96,90.00859829,8640.825436
2021,Jun,Customer 271,Product E,85,62.53435625,5315.420281
2021,Jun,Customer 436,Product C,97,87.09591868,8448.304112
2021,Jun,Customer 469,Product B,64,90.00859829,5760.550291
2021,Jun,Customer 147,Product C,15,87.09591868,1306.43878
2021,Jun,Customer 73,Product E,84,62.53435625,5252.885925
2021,Jun,Customer 26,Product B,92,90.00859829,8280.791043
2021,Jun,Customer 435,Product A,96,72.55920558,6965.683736
2021,Jun,Customer 184,Product C,70,87.09591868,6096.714308
2021,Jun,Customer 186,Product E,13,62.53435625,812.9466313
2021,Jun,Customer 51,Product C,21,87.09591868,1829.014292
2021,Jun,Customer 211,Product B,45,90.00859829,4050.386923
2021,Jun,Customer 376,Product B,29,90.00859829,2610.24935
2021,Jun,Customer 44,Product E,61,62.53435625,3814.595731
2021,Jun,Customer 196,Product B,25,90.00859829,2250.214957
2021,Jun,Customer 111,Product B,89,90.00859829,8010.765248
2021,Jun,Customer 282,Product C,27,87.09591868,2351.589804
2021,Jun,Customer 182,Product A,61,72.55920558,4426.11154
2021,Jun,Customer 387,Product D,41,24.47930621,1003.651555
2021,Jun,Customer 271,Product B,83,90.00859829,7470.713658
2021,Jun,Customer 474,Product B,78,90.00859829,7020.670667
2021,Jun,Customer 339,Product E,95,62.53435625,5940.763844
2021,Jun,Customer 287,Product D,88,24.47930621,2154.178946
2021,Jun,Customer 23,Product E,40,62.53435625,2501.37425
2021,Jun,Customer 169,Product D,27,24.47930621,660.9412677
2021,Jun,Customer 313,Product A,71,72.55920558,5151.703596
2021,Jun,Customer 249,Product E,11,62.53435625,687.8779188
2021,Jun,Customer 90,Product D,24,24.47930621,587.503349
2021,Jun,Customer 234,Product D,46,24.47930621,1126.048086
2021,Jun,Customer 43,Product A,93,72.55920558,6748.006119
2021,Jun,Customer 10,Product A,59,72.55920558,4280.993129
2021,Jun,Customer 60,Product A,3,72.55920558,217.6776167
2021,Jun,Customer 270,Product B,89,90.00859829,8010.765248
2021,Jun,Customer 24,Product D,24,24.47930621,587.503349
2021,Jun,Customer 486,Product C,39,87.09591868,3396.740829
2021,Jun,Customer 282,Product A,4,72.55920558,290.2368223
2021,Jun,Customer 257,Product C,50,87.09591868,4354.795934
2021,Jun,Customer 395,Product B,59,90.00859829,5310.507299
2021,Jun,Customer 164,Product B,21,90.00859829,1890.180564
2021,Jun,Customer 139,Product C,70,87.09591868,6096.714308
2021,Jun,Customer 198,Product E,86,62.53435625,5377.954638
2021,Jun,Customer 470,Product E,47,62.53435625,2939.114744
2021,Jun,Customer 500,Product B,69,90.00859829,6210.593282
2021,Jun,Customer 288,Product B,64,90.00859829,5760.550291
2021,Jun,Customer 48,Product B,81,90.00859829,7290.696461
2021,Jun,Customer 60,Product E,1,62.53435625,62.53435625
2021,Jun,Customer 289,Product A,26,72.55920558,1886.539345
2021,Jun,Customer 476,Product A,41,72.55920558,2974.927429
2021,Jun,Customer 433,Product A,47,72.55920558,3410.282662
2021,Jun,Customer 268,Product E,88,62.53435625,5503.02335
2021,Jun,Customer 89,Product A,25,72.55920558,1813.98014
2021,Jun,Customer 490,Product B,3,90.00859829,270.0257949
2021,Jun,Customer 316,Product C,29,87.09591868,2525.781642
2021,Jun,Customer 329,Product A,60,72.55920558,4353.552335
2021,Jun,Customer 61,Product A,49,72.55920558,3555.401073
2021,Jun,Customer 404,Product B,3,90.00859829,270.0257949
2021,Jun,Customer 50,Product D,81,24.47930621,1982.823803
2021,Jun,Customer 46,Product B,15,90.00859829,1350.128974
2021,Jun,Customer 139,Product D,24,24.47930621,587.503349
2021,Jun,Customer 374,Product B,65,90.00859829,5850.558889
2021,Jun,Customer 201,Product D,17,24.47930621,416.1482056
2021,Jun,Customer 476,Product E,15,62.53435625,938.0153438
2021,Jun,Customer 27,Product B,61,90.00859829,5490.524496
2021,Jun,Customer 219,Product D,46,24.47930621,1126.048086
2021,Jun,Customer 160,Product A,99,72.55920558,7183.361352
2021,Jun,Customer 46,Product E,74,62.53435625,4627.542363
2021,Jun,Customer 260,Product C,52,87.09591868,4528.987771
2021,Jun,Customer 159,Product C,84,87.09591868,7316.057169
2021,Jun,Customer 310,Product A,75,72.55920558,5441.940419
2021,Jun,Customer 361,Product E,43,62.53435625,2688.977319
2021,Jun,Customer 283,Product E,46,62.53435625,2876.580388
2021,Jun,Customer 132,Product E,26,62.53435625,1625.893263
2021,Jul,Customer 147,Product B,81,90.00859829,7290.696461
2021,Jul,Customer 150,Product B,63,90.00859829,5670.541692
2021,Jul,Customer 449,Product D,43,24.47930621,1052.610167
2021,Jul,Customer 401,Product E,61,62.53435625,3814.595731
2021,Jul,Customer 459,Product E,80,62.53435625,5002.7485
2021,Jul,Customer 2,Product B,72,90.00859829,6480.619077
2021,Jul,Customer 170,Product E,57,62.53435625,3564.458306
2021,Jul,Customer 472,Product C,30,87.09591868,2612.87756
2021,Jul,Customer 275,Product A,83,72.55920558,6022.414063
2021,Jul,Customer 104,Product B,61,90.00859829,5490.524496
2021,Jul,Customer 178,Product B,75,90.00859829,6750.644872
2021,Jul,Customer 462,Product C,33,87.09591868,2874.165316
2021,Jul,Customer 391,Product E,48,62.53435625,3001.6491
2021,Jul,Customer 47,Product D,53,24.47930621,1297.403229
2021,Jul,Customer 275,Product A,90,72.55920558,6530.328502
2021,Jul,Customer 305,Product A,50,72.55920558,3627.960279
2021,Jul,Customer 268,Product E,59,62.53435625,3689.527019
2021,Jul,Customer 314,Product A,17,72.55920558,1233.506495
2021,Jul,Customer 452,Product E,76,62.53435625,4752.611075
2021,Jul,Customer 467,Product E,52,62.53435625,3251.786525
2021,Jul,Customer 436,Product C,44,87.09591868,3832.220422
2021,Jul,Customer 320,Product E,68,62.53435625,4252.336225
2021,Jul,Customer 437,Product D,51,24.47930621,1248.444617
2021,Jul,Customer 79,Product A,67,72.55920558,4861.466774
2021,Jul,Customer 490,Product B,1,90.00859829,90.00859829
2021,Jul,Customer 186,Product C,1,87.09591868,87.09591868
2021,Jul,Customer 293,Product C,29,87.09591868,2525.781642
2021,Jul,Customer 100,Product E,93,62.53435625,5815.695131
2021,Jul,Customer 388,Product A,14,72.55920558,1015.828878
2021,Jul,Customer 417,Product C,87,87.09591868,7577.344925
2021,Jul,Customer 151,Product D,21,24.47930621,514.0654304
2021,Jul,Customer 223,Product E,26,62.53435625,1625.893263
2021,Jul,Customer 227,Product C,29,87.09591868,2525.781642
2021,Jul,Customer 316,Product C,65,87.09591868,5661.234714
2021,Jul,Customer 147,Product A,22,72.55920558,1596.302523
2021,Jul,Customer 441,Product C,14,87.09591868,1219.342862
2021,Jul,Customer 353,Product E,12,62.53435625,750.412275
2021,Jul,Customer 358,Product A,33,72.55920558,2394.453784
2021,Jul,Customer 198,Product A,46,72.55920558,3337.723457
2021,Jul,Customer 52,Product B,88,90.00859829,7920.75665
2021,Jul,Customer 479,Product E,3,62.53435625,187.6030688
2021,Jul,Customer 52,Product B,49,90.00859829,4410.421316
2021,Jul,Customer 87,Product E,96,62.53435625,6003.2982
2021,Jul,Customer 482,Product A,69,72.55920558,5006.585185
2021,Jul,Customer 61,Product D,71,24.47930621,1738.030741
2021,Jul,Customer 470,Product E,61,62.53435625,3814.595731
2021,Jul,Customer 444,Product B,96,90.00859829,8640.825436
2021,Jul,Customer 263,Product A,69,72.55920558,5006.585185
2021,Jul,Customer 125,Product D,4,24.47930621,97.91722484
2021,Jul,Customer 417,Product A,69,72.55920558,5006.585185
2021,Jul,Customer 122,Product B,1,90.00859829,90.00859829
2021,Jul,Customer 54,Product B,33,90.00859829,2970.283744
2021,Jul,Customer 276,Product E,45,62.53435625,2814.046031
2021,Jul,Customer 383,Product B,87,90.00859829,7830.748051
2021,Jul,Customer 287,Product D,42,24.47930621,1028.130861
2021,Jul,Customer 234,Product A,3,72.55920558,217.6776167
2021,Jul,Customer 218,Product A,51,72.55920558,3700.519485
2021,Jul,Customer 242,Product E,3,62.53435625,187.6030688
2021,Jul,Customer 242,Product A,13,72.55920558,943.2696725
2021,Jul,Customer 112,Product E,19,62.53435625,1188.152769
2021,Jul,Customer 406,Product C,33,87.09591868,2874.165316
2021,Jul,Customer 85,Product D,72,24.47930621,1762.510047
2021,Jul,Customer 9,Product A,89,72.55920558,6457.769297
2021,Jul,Customer 275,Product D,93,24.47930621,2276.575478
2021,Jul,Customer 380,Product A,68,72.55920558,4934.025979
2021,Jul,Customer 387,Product C,82,87.09591868,7141.865332
2021,Jul,Customer 228,Product A,95,72.55920558,6893.12453
2021,Jul,Customer 121,Product A,27,72.55920558,1959.098551
2021,Jul,Customer 342,Product B,96,90.00859829,8640.825436
2021,Jul,Customer 355,Product E,96,62.53435625,6003.2982
2021,Jul,Customer 31,Product E,12,62.53435625,750.412275
2021,Jul,Customer 328,Product A,38,72.55920558,2757.249812
2021,Jul,Customer 482,Product C,84,87.09591868,7316.057169
2021,Jul,Customer 33,Product B,80,90.00859829,7200.687863
2021,Jul,Customer 190,Product D,91,24.47930621,2227.616865
2021,Jul,Customer 427,Product C,52,87.09591868,4528.987771
2021,Jul,Customer 275,Product E,22,62.53435625,1375.755838
2021,Jul,Customer 457,Product C,17,87.09591868,1480.630618
2021,Jul,Customer 301,Product B,33,90.00859829,2970.283744
2021,Jul,Customer 6,Product A,55,72.55920558,3990.756307
2021,Jul,Customer 80,Product B,49,90.00859829,4410.421316
2021,Jul,Customer 339,Product E,8,62.53435625,500.27485
2021,Jul,Customer 25,Product B,69,90.00859829,6210.593282
2021,Aug,Customer 467,Product B,50,90.00859829,4500.429915
2021,Aug,Customer 33,Product B,57,90.00859829,5130.490103
2021,Aug,Customer 336,Product A,7,72.55920558,507.9144391
2021,Aug,Customer 437,Product A,32,72.55920558,2321.894579
2021,Aug,Customer 400,Product D,29,24.47930621,709.8998801
2021,Aug,Customer 145,Product E,64,62.53435625,4002.1988
2021,Aug,Customer 269,Product E,12,62.53435625,750.412275
2021,Aug,Customer 227,Product A,86,72.55920558,6240.09168
2021,Aug,Customer 492,Product A,82,72.55920558,5949.854858
2021,Aug,Customer 39,Product C,45,87.09591868,3919.316341
2021,Aug,Customer 226,Product C,69,87.09591868,6009.618389
2021,Aug,Customer 23,Product B,61,90.00859829,5490.524496
2021,Aug,Customer 54,Product B,89,90.00859829,8010.765248
2021,Aug,Customer 41,Product B,55,90.00859829,4950.472906
2021,Aug,Customer 317,Product A,87,72.55920558,6312.650885
2021,Aug,Customer 49,Product A,52,72.55920558,3773.07869
2021,Aug,Customer 376,Product B,86,90.00859829,7740.739453
2021,Aug,Customer 136,Product C,65,87.09591868,5661.234714
2021,Aug,Customer 260,Product E,77,62.53435625,4815.145431
2021,Aug,Customer 41,Product C,7,87.09591868,609.6714308
2021,Aug,Customer 69,Product E,81,62.53435625,5065.282856
2021,Aug,Customer 262,Product A,19,72.55920558,1378.624906
2021,Aug,Customer 322,Product B,16,90.00859829,1440.137573
2021,Aug,Customer 333,Product E,32,62.53435625,2001.0994
2021,Aug,Customer 110,Product C,82,87.09591868,7141.865332
2021,Aug,Customer 154,Product B,31,90.00859829,2790.266547
2021,Aug,Customer 261,Product E,1,62.53435625,62.53435625
2021,Aug,Customer 131,Product C,71,87.09591868,6183.810226
2021,Aug,Customer 15,Product C,93,87.09591868,8099.920437
2021,Aug,Customer 338,Product C,43,87.09591868,3745.124503
2021,Aug,Customer 486,Product A,29,72.55920558,2104.216962
2021,Aug,Customer 377,Product C,3,87.09591868,261.287756
2021,Aug,Customer 143,Product A,41,72.55920558,2974.927429
2021,Aug,Customer 365,Product B,80,90.00859829,7200.687863
2021,Aug,Customer 84,Product E,33,62.53435625,2063.633756
2021,Aug,Customer 78,Product C,87,87.09591868,7577.344925
2021,Aug,Customer 452,Product D,83,24.47930621,2031.782415
2021,Aug,Customer 388,Product C,95,87.09591868,8274.112275
2021,Aug,Customer 53,Product E,78,62.53435625,4877.679788
2021,Aug,Customer 302,Product B,95,90.00859829,8550.816838
2021,Aug,Customer 27,Product B,66,90.00859829,5940.567487
2021,Aug,Customer 333,Product C,50,87.09591868,4354.795934
2021,Aug,Customer 257,Product E,66,62.53435625,4127.267513
2021,Aug,Customer 48,Product C,81,87.09591868,7054.769413
2021,Aug,Customer 107,Product D,8,24.47930621,195.8344497
2021,Aug,Customer 331,Product A,90,72.55920558,6530.328502
2021,Aug,Customer 95,Product E,85,62.53435625,5315.420281
2021,Aug,Customer 403,Product D,72,24.47930621,1762.510047
2021,Aug,Customer 112,Product D,56,24.47930621,1370.841148
2021,Aug,Customer 120,Product C,32,87.09591868,2787.069398
2021,Aug,Customer 450,Product A,61,72.55920558,4426.11154
2021,Aug,Customer 449,Product D,76,24.47930621,1860.427272
2021,Aug,Customer 233,Product D,38,24.47930621,930.213636
2021,Aug,Customer 317,Product A,61,72.55920558,4426.11154
2021,Aug,Customer 338,Product D,80,24.47930621,1958.344497
2021,Aug,Customer 456,Product E,43,62.53435625,2688.977319
2021,Aug,Customer 57,Product A,50,72.55920558,3627.960279
2021,Aug,Customer 55,Product C,57,87.09591868,4964.467365
2021,Aug,Customer 87,Product E,22,62.53435625,1375.755838
2021,Aug,Customer 48,Product E,35,62.53435625,2188.702469
2021,Aug,Customer 467,Product E,71,62.53435625,4439.939294
2021,Aug,Customer 173,Product E,10,62.53435625,625.3435625
2021,Aug,Customer 328,Product D,25,24.47930621,611.9826553
2021,Aug,Customer 431,Product C,46,87.09591868,4006.412259
2021,Aug,Customer 253,Product E,1,62.53435625,62.53435625
2021,Aug,Customer 381,Product D,33,24.47930621,807.8171049
2021,Aug,Customer 3,Product C,52,87.09591868,4528.987771
2021,Aug,Customer 284,Product A,87,72.55920558,6312.650885
2021,Aug,Customer 144,Product E,41,62.53435625,2563.908606
2021,Aug,Customer 175,Product D,69,24.47930621,1689.072128
2021,Aug,Customer 348,Product D,30,24.47930621,734.3791863
2021,Aug,Customer 155,Product C,26,87.09591868,2264.493886
2021,Aug,Customer 497,Product C,60,87.09591868,5225.755121
2021,Aug,Customer 217,Product E,59,62.53435625,3689.527019
2021,Aug,Customer 353,Product E,63,62.53435625,3939.664444
2021,Aug,Customer 401,Product B,39,90.00859829,3510.335333
2021,Aug,Customer 54,Product E,99,62.53435625,6190.901269
2021,Aug,Customer 35,Product C,61,87.09591868,5312.851039
2021,Aug,Customer 324,Product A,48,72.55920558,3482.841868
2021,Aug,Customer 114,Product D,38,24.47930621,930.213636
2021,Aug,Customer 175,Product A,3,72.55920558,217.6776167
2021,Aug,Customer 62,Product A,78,72.55920558,5659.618035
2021,Aug,Customer 291,Product B,13,90.00859829,1170.111778
2021,Sep,Customer 386,Product E,51,62.53435625,3189.252169
2021,Sep,Customer 146,Product E,36,62.53435625,2251.236825
2021,Sep,Customer 298,Product A,7,72.55920558,507.9144391
2021,Sep,Customer 296,Product C,37,87.09591868,3222.548991
2021,Sep,Customer 368,Product E,95,62.53435625,5940.763844
2021,Sep,Customer 381,Product D,57,24.47930621,1395.320454
2021,Sep,Customer 288,Product D,74,24.47930621,1811.46866
2021,Sep,Customer 324,Product A,7,72.55920558,507.9144391
2021,Sep,Customer 64,Product C,7,87.09591868,609.6714308
2021,Sep,Customer 3,Product A,66,72.55920558,4788.907568
2021,Sep,Customer 221,Product B,52,90.00859829,4680.447111
2021,Sep,Customer 244,Product B,11,90.00859829,990.0945812
2021,Sep,Customer 216,Product D,99,24.47930621,2423.451315
2021,Sep,Customer 419,Product C,18,87.09591868,1567.726536
2021,Sep,Customer 368,Product A,27,72.55920558,1959.098551
2021,Sep,Customer 372,Product E,35,62.53435625,2188.702469
2021,Sep,Customer 381,Product A,76,72.55920558,5514.499624
2021,Sep,Customer 308,Product C,97,87.09591868,8448.304112
2021,Sep,Customer 55,Product E,44,62.53435625,2751.511675
2021,Sep,Customer 349,Product A,87,72.55920558,6312.650885
2021,Sep,Customer 464,Product C,56,87.09591868,4877.371446
2021,Sep,Customer 195,Product A,7,72.55920558,507.9144391
2021,Sep,Customer 96,Product A,29,72.55920558,2104.216962
